Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1799618,Delete a large Picking Ticket,Integration & Interfaces,Third-Party Systems,High,Matched token 'pic' in text.,No
CS1799646,Re: OPTUM v10.23 - pre prod build/client path,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1799664,Patient Merge,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1799701,Report of 'Extra Label Codes' and the Products they are linked to.,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1799728,Patient merges,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1799751,Deletion of Location,Performance & Availability,Performance,Medium,Matched token 'timeout' among multiple possible matches.,No
CS1799861,LIVE 10.23 - Robot Interface Splitting Whole Orders into Two for BD,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1799973,Episode needs deleting as recorded on wrong patient record,Data Management,Data Recovery,Medium,Matched token 'deleted' among multiple possible matches.,No
CS1800024,[Failed] SQL Server Job System: 'EHSC_REPORT_LIVE,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1800087,Loss of service,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1800096,restart services,Performance & Availability,Availability,Medium,Matched token 'outage' among multiple possible matches.,No
CS1800113,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1800140,Allergy Confirmation,Workflow & Process,Workflow Issue,Medium,Matched token 'workflow' among multiple possible matches.,No
CS1800260,Location,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1800363,Remove Supply Request for Completed Prescription,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1800541,Repoint Live Client to ASCWEB04 server,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1800550,Pt Merge,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1800571,Allergy Data,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1800627,Ascribe Interface On TIE Communication Issue,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1800639,Interface ADT messages not being sent,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1800682,Removal of stuck stat doses,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1800732,URGENT - EPMA Medication not transferring to eDischarge,Workflow & Process,Workflow Issue,Medium,Matched token 'stuck' among multiple possible matches.,No
CS1800742,Item missing from BC Chart,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1800786,Patient Merges,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1800841,Nurse supply request is down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1800864,Pt Merge,Performance & Availability,Performance,High,Matched token 'hang' in text.,No
CS1800867,Pt Merge,Performance & Availability,Performance,High,Matched token 'hang' in text.,No
CS1800869,Patient Merges,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1800885,Negative item,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1800891,Order of PRN admins on BC Charts,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1801169,Report,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1801179,Berkshire Daily Checks 19/06/2026,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1801180,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1801191,Berkshire Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1801192,Oncall - System Down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1801277,Patient locked due to User in record editing,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1801284,Losses/Gains,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1801383,EMIS Episode / Demographic Update Logging,Access & Security,Audit & Compliance,Medium,Matched token 'audit' among multiple possible matches.,No
CS1801405,RE: Update for IT Ascribe incidents-CS1707963 slow labels,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1801456,Ascribe TIE connection,Integration & Interfaces,Integration Failure,High,Matched token 'integration' in text.,No
CS1801468,Linked Terminals.,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1801749,Label auto print.,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1801848,SSG 073 - Invoices are not being paid / pulled across to notepad to send,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1801949,Merged Patient,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1802116,Treatment reason not required,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1802306,Patient records merged with wrong record as master,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1802316,We have 2 new BC laptops that require setting up.,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1802419,Broken Robot,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1802471,Link a PC terminal to robot,Integration & Interfaces,Third-Party Systems,Medium,Matched token 'robot' among multiple possible matches.,No
CS1802545,Patients demographics not being transmitted by ascribe interface,Data Management,Data Recovery,Medium,Matched token 'restore' among multiple possible matches.,No
CS1802608,User unable to dispense,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1802645,Low disk space on the T Drive on PHAR-RP-V,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1802737,Multiple users unable to open EPMA,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1802769,Issue during printer installation,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1802981,Username Change,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1803257,Issue with administration report,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1803636,Error message when trying to clear purchase order number,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1803738,Delete Episode,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1804140,LIVE 10.23 - Batch Printing and Label Directions,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1804168,Information on Osmolality Calculation,Service Requests,New Request,Medium,Matched token 'request' among multiple possible matches.,No
CS1804283,unable to see current medication for patient on multiple desktops.,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1804319,Alert for EMEUW2EP02DBS02 B drive,Notifications & Communications,Alerts,High,Matched token 'alert' in text.,No
CS1804320,Not able to access RXCSQL044 from RXCSQL043,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1804369,Please unlock- atorvastatin on Brocton MF,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1804421,PAS Query,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1804497,Ascribe stock lists - cost centre prompt issue,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1804689,Item crashes the system,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1804692,Can you please refresh the sync on the following machines,Workflow & Process,Workflow Issue,High,Matched token 'stuck' in text.,No
CS1804701,BC Reports would not load for larger wards,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1804702,Standalone Ascribe not working on either of the 2 PCs,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
